Cidade;Estado;Data;Feriado;Tipo
Rochedo de Minas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Rochedo de Minas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Rochedo de Minas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Rochedo de Minas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Rochedo de Minas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Rochedo de Minas;MG;25/12/2023;Natal;Feriado Nacional
Rodeiro;MG;01/01/2023;Ano Novo;Feriado Nacional
Rodeiro;MG;20/01/2023;Feriado Municipal;Feriado Municipal
Rodeiro;MG;20/02/2023;Carnaval;Feriado Nacional
Rodeiro;MG;21/02/2023;Carnaval;Feriado Nacional
Rodeiro;MG;22/02/2023;Carnaval;Feriado Nacional
Rodeiro;MG;22/02/2023;Feriado Municipal;Feriado Municipal
Rodeiro;MG;01/03/2023;Feriado Municipal;Feriado Municipal
Rodeiro;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Rodeiro;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Rodeiro;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Rodeiro;MG;08/06/2023;Corpus Christi;Feriado Nacional
Rodeiro;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Rodeiro;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Rodeiro;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Rodeiro;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Rodeiro;MG;02/11/2023;Dia De Finados;Feriado Nacional
Rodeiro;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Rodeiro;MG;25/12/2023;Natal;Feriado Nacional
Romaria;MG;01/01/2023;Ano Novo;Feriado Nacional
Romaria;MG;20/02/2023;Carnaval;Feriado Nacional
Romaria;MG;21/02/2023;Carnaval;Feriado Nacional
Romaria;MG;22/02/2023;Carnaval;Feriado Nacional
Romaria;MG;01/03/2023;Feriado Municipal;Feriado Municipal
Romaria;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Romaria;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Romaria;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Romaria;MG;08/06/2023;Corpus Christi;Feriado Nacional
Romaria;MG;15/08/2023;Feriado Municipal;Feriado Municipal
Romaria;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Romaria;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Romaria;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Romaria;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Romaria;MG;02/11/2023;Dia De Finados;Feriado Nacional
Romaria;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Romaria;MG;25/12/2023;Natal;Feriado Nacional
Rosário da Limeira;MG;01/01/2023;Ano Novo;Feriado Nacional
Rosário da Limeira;MG;20/02/2023;Carnaval;Feriado Nacional
Rosário da Limeira;MG;21/02/2023;Carnaval;Feriado Nacional
Rosário da Limeira;MG;22/02/2023;Carnaval;Feriado Nacional
Rosário da Limeira;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Rosário da Limeira;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Rosário da Limeira;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Rosário da Limeira;MG;08/06/2023;Corpus Christi;Feriado Nacional
Rosário da Limeira;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Rosário da Limeira;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Rosário da Limeira;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Rosário da Limeira;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Rosário da Limeira;MG;02/11/2023;Dia De Finados;Feriado Nacional
Rosário da Limeira;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Rosário da Limeira;MG;25/12/2023;Natal;Feriado Nacional
Rubelita;MG;01/01/2023;Ano Novo;Feriado Nacional
Rubelita;MG;20/02/2023;Carnaval;Feriado Nacional
Rubelita;MG;21/02/2023;Carnaval;Feriado Nacional
Rubelita;MG;22/02/2023;Carnaval;Feriado Nacional
Rubelita;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Rubelita;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Rubelita;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Rubelita;MG;08/06/2023;Corpus Christi;Feriado Nacional
Rubelita;MG;24/06/2023;Feriado Municipal;Feriado Municipal
Rubelita;MG;06/08/2023;Feriado Municipal;Feriado Municipal
Rubelita;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Rubelita;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Rubelita;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Rubelita;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Rubelita;MG;02/11/2023;Dia De Finados;Feriado Nacional
Rubelita;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Rubelita;MG;25/12/2023;Natal;Feriado Nacional
Rubim;MG;01/01/2023;Ano Novo;Feriado Nacional
Rubim;MG;20/02/2023;Carnaval;Feriado Nacional
Rubim;MG;21/02/2023;Carnaval;Feriado Nacional
Rubim;MG;22/02/2023;Carnaval;Feriado Nacional
Rubim;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Rubim;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Rubim;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Rubim;MG;08/06/2023;Corpus Christi;Feriado Nacional
Rubim;MG;24/06/2023;Feriado Municipal;Feriado Municipal
Rubim;MG;06/08/2023;Feriado Municipal;Feriado Municipal
Rubim;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Rubim;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Rubim;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Rubim;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Rubim;MG;02/11/2023;Dia De Finados;Feriado Nacional
Rubim;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Rubim;MG;25/12/2023;Natal;Feriado Nacional
Rubim;MG;31/12/2023;Feriado Municipal;Feriado Municipal
Sabará;MG;01/01/2023;Ano Novo;Feriado Nacional
Sabará;MG;20/02/2023;Carnaval;Feriado Nacional
Sabará;MG;21/02/2023;Carnaval;Feriado Nacional
Sabará;MG;22/02/2023;Carnaval;Feriado Nacional
Sabará;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Sabará;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Sabará;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Sabará;MG;08/06/2023;Corpus Christi;Feriado Nacional
Sabará;MG;17/07/2023;Feriado Municipal;Feriado Municipal
Sabará;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Sabará;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Sabará;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Sabará;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Sabará;MG;02/11/2023;Dia De Finados;Feriado Nacional
Sabará;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Sabará;MG;08/12/2023;Feriado Municipal;Feriado Municipal
Sabará;MG;25/12/2023;Natal;Feriado Nacional
Sabinópolis;MG;01/01/2023;Ano Novo;Feriado Nacional
Sabinópolis;MG;20/01/2023;Feriado Municipal;Feriado Municipal
Sabinópolis;MG;20/02/2023;Carnaval;Feriado Nacional
Sabinópolis;MG;21/02/2023;Carnaval;Feriado Nacional
Sabinópolis;MG;22/02/2023;Carnaval;Feriado Nacional
Sabinópolis;MG;24/02/2023;Feriado Municipal;Feriado Municipal
Sabinópolis;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Sabinópolis;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Sabinópolis;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Sabinópolis;MG;08/06/2023;Corpus Christi;Feriado Nacional
Sabinópolis;MG;15/08/2023;Dia De Nossa Senhora Do Rosário;Feriado Municipal
Sabinópolis;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Sabinópolis;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Sabinópolis;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Sabinópolis;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Sabinópolis;MG;02/11/2023;Dia De Finados;Feriado Nacional
Sabinópolis;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Sabinópolis;MG;25/12/2023;Natal;Feriado Nacional
Sacramento;MG;01/01/2023;Ano Novo;Feriado Nacional
Sacramento;MG;20/02/2023;Carnaval;Feriado Nacional
Sacramento;MG;21/02/2023;Carnaval;Feriado Nacional
Sacramento;MG;22/02/2023;Carnaval;Feriado Nacional
Sacramento;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Sacramento;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Sacramento;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Sacramento;MG;31/05/2023;Feriado Municipal;Feriado Municipal
Sacramento;MG;08/06/2023;Corpus Christi;Feriado Nacional
Sacramento;MG;15/08/2023;Feriado Municipal;Feriado Municipal
Sacramento;MG;24/08/2023;Feriado Municipal;Feriado Municipal
Sacramento;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Sacramento;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Sacramento;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Sacramento;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Sacramento;MG;02/11/2023;Dia De Finados;Feriado Nacional
Sacramento;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Sacramento;MG;08/12/2023;Feriado Municipal;Feriado Municipal
Sacramento;MG;25/12/2023;Natal;Feriado Nacional
Salinas;MG;01/01/2023;Ano Novo;Feriado Nacional
Salinas;MG;20/02/2023;Carnaval;Feriado Nacional
Salinas;MG;21/02/2023;Carnaval;Feriado Nacional
Salinas;MG;22/02/2023;Carnaval;Feriado Nacional
Salinas;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Salinas;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Salinas;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Salinas;MG;08/06/2023;Corpus Christi;Feriado Nacional
Salinas;MG;13/06/2023;Dia De Santo Antônio;Feriado Municipal
Salinas;MG;24/06/2023;Feriado Municipal;Feriado Municipal
Salinas;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Salinas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Salinas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Salinas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Salinas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Salinas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Salinas;MG;25/12/2023;Natal;Feriado Nacional
Salto da Divisa;MG;01/01/2023;Ano Novo;Feriado Nacional
Salto da Divisa;MG;20/01/2023;Feriado Municipal;Feriado Municipal
Salto da Divisa;MG;20/02/2023;Carnaval;Feriado Nacional
Salto da Divisa;MG;21/02/2023;Carnaval;Feriado Nacional
Salto da Divisa;MG;22/02/2023;Carnaval;Feriado Nacional
Salto da Divisa;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Salto da Divisa;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Salto da Divisa;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Salto da Divisa;MG;08/06/2023;Corpus Christi;Feriado Nacional
Salto da Divisa;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Salto da Divisa;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Salto da Divisa;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Salto da Divisa;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Salto da Divisa;MG;02/11/2023;Dia De Finados;Feriado Nacional
Salto da Divisa;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Salto da Divisa;MG;25/12/2023;Natal;Feriado Nacional
Salto da Divisa;MG;27/12/2023;Feriado Municipal;Feriado Municipal
Santa Bárbara;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Bárbara;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Bárbara;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Bárbara;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Bárbara;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Bárbara;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Bárbara;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Bárbara;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Bárbara;MG;13/06/2023;Santo Antônio;Feriado Municipal
Santa Bárbara;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Bárbara;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Bárbara;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Bárbara;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Bárbara;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Bárbara;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Bárbara;MG;04/12/2023;Santa Bárbara;Feriado Municipal
Santa Bárbara;MG;25/12/2023;Natal;Feriado Nacional
Santa Bárbara do Leste;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Bárbara do Leste;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Leste;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Leste;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Leste;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Bárbara do Leste;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Bárbara do Leste;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Bárbara do Leste;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Bárbara do Leste;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Bárbara do Leste;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Bárbara do Leste;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Bárbara do Leste;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Bárbara do Leste;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Bárbara do Leste;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Bárbara do Leste;MG;25/12/2023;Natal;Feriado Nacional
Santa Bárbara do Monte Verde;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Bárbara do Monte Verde;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Monte Verde;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Monte Verde;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Monte Verde;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Bárbara do Monte Verde;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Bárbara do Monte Verde;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Bárbara do Monte Verde;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Bárbara do Monte Verde;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Bárbara do Monte Verde;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Bárbara do Monte Verde;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Bárbara do Monte Verde;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Bárbara do Monte Verde;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Bárbara do Monte Verde;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Bárbara do Monte Verde;MG;25/12/2023;Natal;Feriado Nacional
Santa Bárbara do Tugúrio;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Bárbara do Tugúrio;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Tugúrio;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Tugúrio;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Bárbara do Tugúrio;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Bárbara do Tugúrio;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Bárbara do Tugúrio;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Bárbara do Tugúrio;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Bárbara do Tugúrio;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Bárbara do Tugúrio;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Bárbara do Tugúrio;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Bárbara do Tugúrio;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Bárbara do Tugúrio;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Bárbara do Tugúrio;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Bárbara do Tugúrio;MG;25/12/2023;Natal;Feriado Nacional
Santa Cruz de Minas;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Cruz de Minas;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Cruz de Minas;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Cruz de Minas;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Cruz de Minas;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Cruz de Minas;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Cruz de Minas;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Cruz de Minas;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Cruz de Minas;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Cruz de Minas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Cruz de Minas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Cruz de Minas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Cruz de Minas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Cruz de Minas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Cruz de Minas;MG;25/12/2023;Natal;Feriado Nacional
Santa Cruz de Salinas;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Cruz de Salinas;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Cruz de Salinas;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Cruz de Salinas;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Cruz de Salinas;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Cruz de Salinas;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Cruz de Salinas;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Cruz de Salinas;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Cruz de Salinas;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Cruz de Salinas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Cruz de Salinas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Cruz de Salinas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Cruz de Salinas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Cruz de Salinas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Cruz de Salinas;MG;25/12/2023;Natal;Feriado Nacional
Santa Cruz do Escalvado;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Cruz do Escalvado;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Cruz do Escalvado;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Cruz do Escalvado;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Cruz do Escalvado;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Cruz do Escalvado;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Cruz do Escalvado;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Cruz do Escalvado;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Cruz do Escalvado;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Cruz do Escalvado;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Cruz do Escalvado;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Cruz do Escalvado;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Cruz do Escalvado;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Cruz do Escalvado;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Cruz do Escalvado;MG;25/12/2023;Natal;Feriado Nacional
Santa Cruz do Escalvado;MG;27/12/2023;Aniversário;Feriado Municipal
Santa Efigênia de Minas;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Efigênia de Minas;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Efigênia de Minas;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Efigênia de Minas;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Efigênia de Minas;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Efigênia de Minas;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Efigênia de Minas;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Efigênia de Minas;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Efigênia de Minas;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Efigênia de Minas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Efigênia de Minas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Efigênia de Minas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Efigênia de Minas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Efigênia de Minas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Efigênia de Minas;MG;25/12/2023;Natal;Feriado Nacional
Santa Fé de Minas;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Fé de Minas;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Fé de Minas;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Fé de Minas;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Fé de Minas;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Fé de Minas;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Fé de Minas;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Fé de Minas;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Fé de Minas;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Fé de Minas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Fé de Minas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Fé de Minas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Fé de Minas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Fé de Minas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Fé de Minas;MG;25/12/2023;Natal;Feriado Nacional
Santa Helena de Minas;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Helena de Minas;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Helena de Minas;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Helena de Minas;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Helena de Minas;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Helena de Minas;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Helena de Minas;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Helena de Minas;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Helena de Minas;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Helena de Minas;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Helena de Minas;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Helena de Minas;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Helena de Minas;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Helena de Minas;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Helena de Minas;MG;25/12/2023;Natal;Feriado Nacional
Santa Juliana;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Juliana;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Juliana;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Juliana;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Juliana;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Juliana;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Juliana;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Juliana;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Juliana;MG;15/08/2023;Feriado Municipal;Feriado Municipal
Santa Juliana;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Juliana;MG;15/09/2023;Feriado Municipal;Feriado Municipal
Santa Juliana;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Juliana;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Juliana;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Juliana;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Juliana;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Juliana;MG;08/12/2023;Feriado Municipal;Feriado Municipal
Santa Juliana;MG;17/12/2023;Feriado Municipal;Feriado Municipal
Santa Juliana;MG;25/12/2023;Natal;Feriado Nacional
Santa Luzia;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Luzia;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Luzia;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Luzia;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Luzia;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Luzia;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Luzia;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Luzia;MG;08/06/2023;Corpus Christi;Feriado Nacional
Santa Luzia;MG;15/08/2023;Feriado Municipal;Feriado Municipal
Santa Luzia;MG;07/09/2023;Independência Do Brasil;Feriado Nacional
Santa Luzia;MG;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Santa Luzia;MG;15/10/2023;Dia Do Professor;Feriado Nacional
Santa Luzia;MG;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Santa Luzia;MG;02/11/2023;Dia De Finados;Feriado Nacional
Santa Luzia;MG;15/11/2023;Proclamação Da República;Feriado Nacional
Santa Luzia;MG;13/12/2023;Feriado Municipal;Feriado Municipal
Santa Luzia;MG;25/12/2023;Natal;Feriado Nacional
Santa Margarida;MG;01/01/2023;Ano Novo;Feriado Nacional
Santa Margarida;MG;20/02/2023;Carnaval;Feriado Nacional
Santa Margarida;MG;21/02/2023;Carnaval;Feriado Nacional
Santa Margarida;MG;22/02/2023;Carnaval;Feriado Nacional
Santa Margarida;MG;07/04/2023;Sexta Feira Santa;Feriado Nacional
Santa Margarida;MG;21/04/2023;Dia De Tiradentes;Feriado Nacional
Santa Margarida;MG;01/05/2023;Dia Do Trabalho;Feriado Nacional
Santa Margarida;MG;08/06/2023;Corpus Christi;Feriado Nacional
