Cidade;Estado;Data;Feriado;Tipo
Gavião Peixoto;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Gavião Peixoto;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Gavião Peixoto;SP;02/11/2023;Dia De Finados;Feriado Nacional
Gavião Peixoto;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Gavião Peixoto;SP;25/12/2023;Natal;Feriado Nacional
General Salgado;SP;01/01/2023;Ano Novo;Feriado Nacional
General Salgado;SP;20/02/2023;Carnaval;Feriado Nacional
General Salgado;SP;21/02/2023;Carnaval;Feriado Nacional
General Salgado;SP;22/02/2023;Carnaval;Feriado Nacional
General Salgado;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
General Salgado;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
General Salgado;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
General Salgado;SP;08/06/2023;Corpus Christi;Feriado Nacional
General Salgado;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
General Salgado;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
General Salgado;SP;15/09/2023;Feriado Municipal;Feriado Municipal
General Salgado;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
General Salgado;SP;15/10/2023;Dia Do Professor;Feriado Nacional
General Salgado;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
General Salgado;SP;02/11/2023;Dia De Finados;Feriado Nacional
General Salgado;SP;15/11/2023;Proclamação Da República;Feriado Nacional
General Salgado;SP;08/12/2023;Feriado Municipal;Feriado Municipal
General Salgado;SP;25/12/2023;Natal;Feriado Nacional
Getulina;SP;01/01/2023;Ano Novo;Feriado Nacional
Getulina;SP;20/02/2023;Carnaval;Feriado Nacional
Getulina;SP;21/02/2023;Carnaval;Feriado Nacional
Getulina;SP;22/02/2023;Carnaval;Feriado Nacional
Getulina;SP;25/03/2023;Feriado Municipal;Feriado Municipal
Getulina;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Getulina;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Getulina;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Getulina;SP;08/06/2023;Corpus Christi;Feriado Nacional
Getulina;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Getulina;SP;15/08/2023;Feriado Municipal;Feriado Municipal
Getulina;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Getulina;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Getulina;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Getulina;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Getulina;SP;02/11/2023;Dia De Finados;Feriado Nacional
Getulina;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Getulina;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Getulina;SP;25/12/2023;Natal;Feriado Nacional
Glicério;SP;01/01/2023;Ano Novo;Feriado Nacional
Glicério;SP;20/02/2023;Carnaval;Feriado Nacional
Glicério;SP;21/02/2023;Carnaval;Feriado Nacional
Glicério;SP;22/02/2023;Carnaval;Feriado Nacional
Glicério;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Glicério;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Glicério;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Glicério;SP;08/06/2023;Corpus Christi;Feriado Nacional
Glicério;SP;24/06/2023;Feriado Municipal;Feriado Municipal
Glicério;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Glicério;SP;15/08/2023;Feriado Municipal;Feriado Municipal
Glicério;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Glicério;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Glicério;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Glicério;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Glicério;SP;02/11/2023;Dia De Finados;Feriado Nacional
Glicério;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Glicério;SP;25/12/2023;Natal;Feriado Nacional
Glicério;SP;30/12/2023;Feriado Municipal;Feriado Municipal
Guaiçara;SP;01/01/2023;Ano Novo;Feriado Nacional
Guaiçara;SP;20/02/2023;Carnaval;Feriado Nacional
Guaiçara;SP;21/02/2023;Carnaval;Feriado Nacional
Guaiçara;SP;22/02/2023;Carnaval;Feriado Nacional
Guaiçara;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guaiçara;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guaiçara;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guaiçara;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guaiçara;SP;24/06/2023;Feriado Municipal;Feriado Municipal
Guaiçara;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guaiçara;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guaiçara;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guaiçara;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guaiçara;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guaiçara;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guaiçara;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guaiçara;SP;13/12/2023;Feriado Municipal;Feriado Municipal
Guaiçara;SP;25/12/2023;Natal;Feriado Nacional
Guaimbê;SP;01/01/2023;Ano Novo;Feriado Nacional
Guaimbê;SP;20/02/2023;Carnaval;Feriado Nacional
Guaimbê;SP;21/02/2023;Carnaval;Feriado Nacional
Guaimbê;SP;22/02/2023;Carnaval;Feriado Nacional
Guaimbê;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guaimbê;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guaimbê;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guaimbê;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guaimbê;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guaimbê;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guaimbê;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guaimbê;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guaimbê;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guaimbê;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guaimbê;SP;08/11/2023;Feriado Municipal;Feriado Municipal
Guaimbê;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guaimbê;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guaimbê;SP;25/12/2023;Natal;Feriado Nacional
Guaíra;SP;01/01/2023;Ano Novo;Feriado Nacional
Guaíra;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Guaíra;SP;20/02/2023;Carnaval;Feriado Nacional
Guaíra;SP;21/02/2023;Carnaval;Feriado Nacional
Guaíra;SP;22/02/2023;Carnaval;Feriado Nacional
Guaíra;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guaíra;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guaíra;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guaíra;SP;18/05/2023;Feriado Municipal;Feriado Municipal
Guaíra;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guaíra;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guaíra;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guaíra;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guaíra;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guaíra;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guaíra;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guaíra;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guaíra;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guaíra;SP;25/12/2023;Natal;Feriado Nacional
Guapiaçu;SP;01/01/2023;Ano Novo;Feriado Nacional
Guapiaçu;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Guapiaçu;SP;20/02/2023;Carnaval;Feriado Nacional
Guapiaçu;SP;21/02/2023;Carnaval;Feriado Nacional
Guapiaçu;SP;22/02/2023;Carnaval;Feriado Nacional
Guapiaçu;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guapiaçu;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guapiaçu;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guapiaçu;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guapiaçu;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guapiaçu;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guapiaçu;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guapiaçu;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guapiaçu;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guapiaçu;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guapiaçu;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guapiaçu;SP;30/11/2023;Feriado Municipal;Feriado Municipal
Guapiaçu;SP;25/12/2023;Natal;Feriado Nacional
Guapiara;SP;01/01/2023;Ano Novo;Feriado Nacional
Guapiara;SP;20/02/2023;Carnaval;Feriado Nacional
Guapiara;SP;21/02/2023;Carnaval;Feriado Nacional
Guapiara;SP;22/02/2023;Carnaval;Feriado Nacional
Guapiara;SP;19/03/2023;Dia De São José;Feriado Municipal
Guapiara;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guapiara;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guapiara;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guapiara;SP;02/05/2023;Aniversário Da Cidade;Feriado Municipal
Guapiara;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guapiara;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guapiara;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guapiara;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guapiara;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guapiara;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guapiara;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guapiara;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guapiara;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guapiara;SP;24/12/2023;Elevação A Município;Feriado Municipal
Guapiara;SP;25/12/2023;Natal;Feriado Nacional
Guará;SP;01/01/2023;Ano Novo;Feriado Nacional
Guará;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Guará;SP;20/02/2023;Carnaval;Feriado Nacional
Guará;SP;21/02/2023;Carnaval;Feriado Nacional
Guará;SP;22/02/2023;Carnaval;Feriado Nacional
Guará;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guará;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guará;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guará;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guará;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guará;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guará;SP;15/09/2023;Feriado Municipal;Feriado Municipal
Guará;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guará;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guará;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guará;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guará;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guará;SP;25/12/2023;Natal;Feriado Nacional
Guaraçaí;SP;01/01/2023;Ano Novo;Feriado Nacional
Guaraçaí;SP;20/02/2023;Carnaval;Feriado Nacional
Guaraçaí;SP;21/02/2023;Carnaval;Feriado Nacional
Guaraçaí;SP;22/02/2023;Carnaval;Feriado Nacional
Guaraçaí;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guaraçaí;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guaraçaí;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guaraçaí;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guaraçaí;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guaraçaí;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guaraçaí;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guaraçaí;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guaraçaí;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guaraçaí;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guaraçaí;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guaraçaí;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guaraçaí;SP;25/12/2023;Natal;Feriado Nacional
Guaraci;SP;01/01/2023;Ano Novo;Feriado Nacional
Guaraci;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Guaraci;SP;20/02/2023;Carnaval;Feriado Nacional
Guaraci;SP;21/02/2023;Carnaval;Feriado Nacional
Guaraci;SP;22/02/2023;Carnaval;Feriado Nacional
Guaraci;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guaraci;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guaraci;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guaraci;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guaraci;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guaraci;SP;06/08/2023;Feriado Municipal;Feriado Municipal
Guaraci;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guaraci;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guaraci;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guaraci;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guaraci;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guaraci;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guaraci;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guaraci;SP;30/11/2023;Feriado Municipal;Feriado Municipal
Guaraci;SP;25/12/2023;Natal;Feriado Nacional
Guarani d'Oeste;SP;01/01/2023;Ano Novo;Feriado Nacional
Guarani d'Oeste;SP;20/02/2023;Carnaval;Feriado Nacional
Guarani d'Oeste;SP;21/02/2023;Carnaval;Feriado Nacional
Guarani d'Oeste;SP;22/02/2023;Carnaval;Feriado Nacional
Guarani d'Oeste;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guarani d'Oeste;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guarani d'Oeste;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guarani d'Oeste;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guarani d'Oeste;SP;13/06/2023;Dia De Santo Antônio;Feriado Municipal
Guarani d'Oeste;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guarani d'Oeste;SP;18/08/2023;Feriado Municipal;Feriado Municipal
Guarani d'Oeste;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guarani d'Oeste;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guarani d'Oeste;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guarani d'Oeste;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guarani d'Oeste;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guarani d'Oeste;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guarani d'Oeste;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guarani d'Oeste;SP;25/12/2023;Natal;Feriado Nacional
Guarantã;SP;01/01/2023;Ano Novo;Feriado Nacional
Guarantã;SP;20/02/2023;Carnaval;Feriado Nacional
Guarantã;SP;21/02/2023;Carnaval;Feriado Nacional
Guarantã;SP;22/02/2023;Carnaval;Feriado Nacional
Guarantã;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guarantã;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guarantã;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guarantã;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guarantã;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guarantã;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guarantã;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guarantã;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guarantã;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guarantã;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guarantã;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guarantã;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guarantã;SP;30/11/2023;Feriado Municipal;Feriado Municipal
Guarantã;SP;25/12/2023;Natal;Feriado Nacional
Guararapes;SP;01/01/2023;Ano Novo;Feriado Nacional
Guararapes;SP;20/02/2023;Carnaval;Feriado Nacional
Guararapes;SP;21/02/2023;Carnaval;Feriado Nacional
Guararapes;SP;22/02/2023;Carnaval;Feriado Nacional
Guararapes;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guararapes;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guararapes;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guararapes;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guararapes;SP;29/06/2023;Feriado Municipal;Feriado Municipal
Guararapes;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guararapes;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guararapes;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guararapes;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guararapes;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guararapes;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guararapes;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guararapes;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guararapes;SP;08/12/2023;Feriado Municipal;Feriado Municipal
Guararapes;SP;25/12/2023;Natal;Feriado Nacional
Guararema;SP;01/01/2023;Ano Novo;Feriado Nacional
Guararema;SP;20/02/2023;Carnaval;Feriado Nacional
Guararema;SP;21/02/2023;Carnaval;Feriado Nacional
Guararema;SP;22/02/2023;Carnaval;Feriado Nacional
Guararema;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guararema;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guararema;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guararema;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guararema;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guararema;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guararema;SP;19/09/2023;Feriado Municipal;Feriado Municipal
Guararema;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guararema;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guararema;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guararema;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guararema;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guararema;SP;25/12/2023;Natal;Feriado Nacional
Guaratinguetá;SP;01/01/2023;Ano Novo;Feriado Nacional
Guaratinguetá;SP;20/02/2023;Carnaval;Feriado Nacional
Guaratinguetá;SP;21/02/2023;Carnaval;Feriado Nacional
Guaratinguetá;SP;22/02/2023;Carnaval;Feriado Nacional
Guaratinguetá;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guaratinguetá;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guaratinguetá;SP;22/04/2023;São Benedito;Feriado Municipal
Guaratinguetá;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guaratinguetá;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guaratinguetá;SP;13/06/2023;Dia De Santo Antônio;Feriado Municipal
Guaratinguetá;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guaratinguetá;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guaratinguetá;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guaratinguetá;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guaratinguetá;SP;25/10/2023;Dia De Frei Galvão;Feriado Municipal
Guaratinguetá;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guaratinguetá;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guaratinguetá;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guaratinguetá;SP;25/12/2023;Natal;Feriado Nacional
Guareí;SP;01/01/2023;Ano Novo;Feriado Nacional
Guareí;SP;20/02/2023;Carnaval;Feriado Nacional
Guareí;SP;21/02/2023;Carnaval;Feriado Nacional
Guareí;SP;22/02/2023;Carnaval;Feriado Nacional
Guareí;SP;16/03/2023;Feriado Municipal;Feriado Municipal
Guareí;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guareí;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guareí;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guareí;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guareí;SP;24/06/2023;Feriado Municipal;Feriado Municipal
Guareí;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guareí;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guareí;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guareí;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guareí;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guareí;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guareí;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guareí;SP;25/12/2023;Natal;Feriado Nacional
Guariba;SP;01/01/2023;Ano Novo;Feriado Nacional
Guariba;SP;20/02/2023;Carnaval;Feriado Nacional
Guariba;SP;21/02/2023;Carnaval;Feriado Nacional
Guariba;SP;22/02/2023;Carnaval;Feriado Nacional
Guariba;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guariba;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guariba;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guariba;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guariba;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guariba;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guariba;SP;21/09/2023;Feriado Municipal;Feriado Municipal
Guariba;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guariba;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guariba;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guariba;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guariba;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Guariba;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Guariba;SP;25/12/2023;Natal;Feriado Nacional
Guarujá;SP;01/01/2023;Ano Novo;Feriado Nacional
Guarujá;SP;15/01/2023;Santo Amaro;Feriado Municipal
Guarujá;SP;20/02/2023;Carnaval;Feriado Nacional
Guarujá;SP;21/02/2023;Carnaval;Feriado Nacional
Guarujá;SP;22/02/2023;Carnaval;Feriado Nacional
Guarujá;SP;06/04/2023;Quinta Feira Santa;Feriado Municipal
Guarujá;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Guarujá;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Guarujá;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Guarujá;SP;08/06/2023;Corpus Christi;Feriado Nacional
Guarujá;SP;30/06/2023;Emancipação;Feriado Municipal
Guarujá;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Guarujá;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Guarujá;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Guarujá;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Guarujá;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Guarujá;SP;02/11/2023;Dia De Finados;Feriado Nacional
Guarujá;SP;15/11/2023;Proclamação Da República;Feriado Nacional
